linear_estimate,date
3.0187040e+37,15may2101
3.0346835e+37,16may2101
3.0507011e+37,17may2101
3.0667564e+37,18may2101
3.0828492e+37,19may2101
3.0989790e+37,20may2101
3.1151220e+37,21may2101
3.1313016e+37,22may2101
3.1475169e+37,23may2101
3.1637679e+37,24may2101
3.1800542e+37,25may2101
3.1963757e+37,26may2101
3.2127319e+37,27may2101
3.2291226e+37,28may2101
3.2455225e+37,29may2101
3.2619560e+37,30may2101
3.2784228e+37,31may2101
3.2949223e+37,01jun2101
3.3114543e+37,02jun2101
3.3280184e+37,03jun2101
3.3446145e+37,04jun2101
3.3612420e+37,05jun2101
3.3779007e+37,06jun2101
3.3945901e+37,07jun2101
3.4113099e+37,08jun2101
3.4280596e+37,09jun2101
3.4448390e+37,10jun2101
3.4616478e+37,11jun2101
3.4784857e+37,12jun2101
3.4953521e+37,13jun2101
3.5122466e+37,14jun2101
3.5291687e+37,15jun2101
3.5461184e+37,16jun2101
3.5630953e+37,17jun2101
3.5800988e+37,18jun2101
3.5971284e+37,19jun2101
3.6141839e+37,20jun2101
3.6312650e+37,21jun2101
3.6483709e+37,22jun2101
3.6655017e+37,23jun2101
3.6826566e+37,24jun2101
3.6998353e+37,25jun2101
3.7170659e+37,26jun2101
3.7343197e+37,27jun2101
3.7515965e+37,28jun2101
3.7688954e+37,29jun2101
3.7862165e+37,30jun2101
3.8035593e+37,01jul2101
3.8209230e+37,02jul2101
3.8383073e+37,03jul2101
3.8557122e+37,04jul2101
3.8731662e+37,05jul2101
3.8906400e+37,06jul2101
3.9081328e+37,07jul2101
3.9256447e+37,08jul2101
3.9431747e+37,09jul2101
3.9607226e+37,10jul2101
3.9782877e+37,11jul2101
3.9959004e+37,12jul2101
4.0135296e+37,13jul2101
4.0311753e+37,14jul2101
4.0488367e+37,15jul2101
4.0665136e+37,16jul2101
4.0842364e+37,17jul2101
4.1019738e+37,18jul2101
4.1197253e+37,19jul2101
4.1374906e+37,20jul2101
4.1553009e+37,21jul2101
4.1731240e+37,22jul2101
4.1909596e+37,23jul2101
4.2088074e+37,24jul2101
4.2266665e+37,25jul2101
4.2445691e+37,26jul2101
4.2624827e+37,27jul2101
4.2804063e+37,28jul2101
4.2983725e+37,29jul2101
4.3163483e+37,30jul2101
4.3343332e+37,31jul2101
4.3523262e+37,01aug2101
4.3703613e+37,02aug2101
4.3884036e+37,03aug2101
4.4064534e+37,04aug2101
4.4245433e+37,05aug2101
4.4426402e+37,06aug2101
4.4607428e+37,07aug2101
4.4788849e+37,08aug2101
4.4970326e+37,09aug2101
4.5151843e+37,10aug2101
4.5333751e+37,11aug2101
4.5515700e+37,12aug2101
4.5697673e+37,13aug2101
4.5880033e+37,14aug2101
4.6062412e+37,15aug2101
4.6244812e+37,16aug2101
4.6427582e+37,17aug2101
4.6610362e+37,18aug2101
4.6793502e+37,19aug2101
4.6976647e+37,20aug2101
4.7159787e+37,21aug2101
4.7343282e+37,22aug2101
4.7526766e+37,23aug2101
4.7710596e+37,24aug2101
4.7894405e+37,25aug2101
4.8078189e+37,26aug2101
4.8262313e+37,27aug2101
4.8446401e+37,28aug2101
4.8630819e+37,29aug2101
4.8815196e+37,30aug2101
4.8999898e+37,31aug2101
4.9184549e+37,01sep2101
4.9369139e+37,02sep2101
4.9554049e+37,03sep2101
4.9738888e+37,04sep2101
4.9924041e+37,05sep2101
5.0109113e+37,06sep2101
5.0294489e+37,07sep2101
5.0479779e+37,08sep2101
5.0665368e+37,09sep2101
5.0850866e+37,10sep2101
5.1036648e+37,11sep2101
5.1222328e+37,12sep2101
5.1408292e+37,13sep2101
5.1594145e+37,14sep2101
5.1780277e+37,15sep2101
5.1966282e+37,16sep2101
5.2152560e+37,17sep2101
5.2338707e+37,18sep2101
5.2525118e+37,19sep2101
5.2711391e+37,20sep2101
5.2897919e+37,21sep2101
5.3084294e+37,22sep2101
5.3270922e+37,23sep2101
5.3457799e+37,24sep2101
5.3644509e+37,25sep2101
5.3831467e+37,26sep2101
5.4018248e+37,27sep2101
5.4205262e+37,28sep2101
5.4392098e+37,29sep2101
5.4579158e+37,30sep2101
5.4766446e+37,01oct2101
5.4953536e+37,02oct2101
5.5140844e+37,03oct2101
5.5327949e+37,04oct2101
5.5515267e+37,05oct2101
5.5702788e+37,06oct2101
5.5890096e+37,07oct2101
5.6077602e+37,08oct2101
5.6264880e+37,09oct2101
5.6452350e+37,10oct2101
5.6640013e+37,11oct2101
5.6827438e+37,12oct2101
5.7015040e+37,13oct2101
5.7202830e+37,14oct2101
5.7390366e+37,15oct2101
5.7578069e+37,16oct2101
5.7765950e+37,17oct2101
5.7953563e+37,18oct2101
5.8141337e+37,19oct2101
5.8329274e+37,20oct2101
5.8516932e+37,21oct2101
5.8704737e+37,22oct2101
5.8892699e+37,23oct2101
5.9080362e+37,24oct2101
5.9268172e+37,25oct2101
5.9456124e+37,26oct2101
5.9643762e+37,27oct2101
5.9831536e+37,28oct2101
6.0019443e+37,29oct2101
6.0207481e+37,30oct2101
6.0395190e+37,31oct2101
6.0583015e+37,01nov2101
6.0770967e+37,02nov2101
6.0958569e+37,03nov2101
6.1146283e+37,04nov2101
6.1334108e+37,05nov2101
6.1522040e+37,06nov2101
6.1709606e+37,07nov2101
6.1897269e+37,08nov2101
6.2085034e+37,09nov2101
6.2272890e+37,10nov2101
6.2460365e+37,11nov2101
6.2647921e+37,12nov2101
6.2835564e+37,13nov2101
6.3023288e+37,14nov2101
6.3210611e+37,15nov2101
6.3398005e+37,16nov2101
6.3585466e+37,17nov2101
6.3773002e+37,18nov2101
6.3960599e+37,19nov2101
6.4147765e+37,20nov2101
6.4334992e+37,21nov2101
6.4522275e+37,22nov2101
6.4709608e+37,23nov2101
6.4896987e+37,24nov2101
6.5083920e+37,25nov2101
6.5270888e+37,26nov2101
6.5457897e+37,27nov2101
6.5644942e+37,28nov2101
6.5831514e+37,29nov2101
6.6018620e+37,30nov2101
6.6205248e+37,01dec2101
6.6391892e+37,02dec2101
6.6578556e+37,03dec2101
6.6765240e+37,04dec2101
6.6951930e+37,05dec2101
6.7138635e+37,06dec2101
6.7324832e+37,07dec2101
6.7511030e+37,08dec2101
6.7697222e+37,09dec2101
6.7883415e+37,10dec2101
6.8069602e+37,11dec2101
6.8255774e+37,12dec2101
6.8441937e+37,13dec2101
6.8628078e+37,14dec2101
6.8813683e+37,15dec2101
6.8999262e+37,16dec2101
6.9184810e+37,17dec2101
6.9370328e+37,18dec2101
6.9555816e+37,19dec2101
6.9741263e+37,20dec2101
6.9926675e+37,21dec2101
7.0112046e+37,22dec2101
7.0297371e+37,23dec2101
7.0482646e+37,24dec2101
7.0667333e+37,25dec2101
7.0851963e+37,26dec2101
7.1036533e+37,27dec2101
7.1221037e+37,28dec2101
7.1405481e+37,29dec2101
7.1589853e+37,30dec2101
7.1774159e+37,31dec2101
7.1958384e+37,01jan2102
7.2142533e+37,02jan2102
7.2326606e+37,03jan2102
7.2510588e+37,04jan2102
7.2694488e+37,05jan2102
7.2878298e+37,06jan2102
7.3062016e+37,07jan2102
7.3245638e+37,08jan2102
7.3429158e+37,09jan2102
7.3612577e+37,10jan2102
7.3795894e+37,11jan2102
7.3979105e+37,12jan2102
7.4162200e+37,13jan2102
7.4345183e+37,14jan2102
7.4528049e+37,15jan2102
7.4710793e+37,16jan2102
7.4893416e+37,17jan2102
7.5075339e+37,18jan2102
7.5257130e+37,19jan2102
7.5439363e+37,20jan2102
7.5621458e+37,21jan2102
7.5803412e+37,22jan2102
7.5985228e+37,23jan2102
7.6166898e+37,24jan2102
7.6348420e+37,25jan2102
7.6529791e+37,26jan2102
7.6711004e+37,27jan2102
7.6892065e+37,28jan2102
7.7072959e+37,29jan2102
7.7253695e+37,30jan2102
7.7434259e+37,31jan2102
7.7614656e+37,01feb2102
7.7794881e+37,02feb2102
7.7974928e+37,03feb2102
7.8154797e+37,04feb2102
7.8334479e+37,05feb2102
7.8513978e+37,06feb2102
7.8693290e+37,07feb2102
7.8872404e+37,08feb2102
7.9051325e+37,09feb2102
7.9230049e+37,10feb2102
7.9408575e+37,11feb2102
7.9586887e+37,12feb2102
7.9764997e+37,13feb2102
7.9943503e+37,14feb2102
8.0121800e+37,15feb2102
8.0299880e+37,16feb2102
8.0477741e+37,17feb2102
8.0655385e+37,18feb2102
8.0832800e+37,19feb2102
8.1009987e+37,20feb2102
8.1186946e+37,21feb2102
8.1363667e+37,22feb2102
8.1540154e+37,23feb2102
8.1717022e+37,24feb2102
8.1893651e+37,25feb2102
8.2070032e+37,26feb2102
8.2246170e+37,27feb2102
8.2422054e+37,28feb2102
8.2597684e+37,01mar2102
8.2773056e+37,02mar2102
8.2948169e+37,03mar2102
8.3123019e+37,04mar2102
8.3298239e+37,05mar2102
8.3473185e+37,06mar2102
8.3647867e+37,07mar2102
8.3822270e+37,08mar2102
8.3996400e+37,09mar2102
8.4170245e+37,10mar2102
8.4343812e+37,11mar2102
8.4517734e+37,12mar2102
8.4691366e+37,13mar2102
8.4864710e+37,14mar2102
8.5037760e+37,15mar2102
8.5210510e+37,16mar2102
8.5382961e+37,17mar2102
8.5555767e+37,18mar2102
8.5728259e+37,19mar2102
8.5900457e+37,20mar2102
8.6072330e+37,21mar2102
8.6243899e+37,22mar2102
8.6415143e+37,23mar2102
8.6586732e+37,24mar2102
8.6757997e+37,25mar2102
8.6928937e+37,26mar2102
8.7099553e+37,27mar2102
8.7269834e+37,28mar2102
8.7440449e+37,29mar2102
8.7610730e+37,30mar2102
8.7780666e+37,31mar2102
8.7950268e+37,01apr2102
8.8119525e+37,02apr2102
8.8289106e+37,03apr2102
8.8458342e+37,04apr2102
8.8627224e+37,05apr2102
8.8795750e+37,06apr2102
8.8963922e+37,07apr2102
8.9132408e+37,08apr2102
8.9300529e+37,09apr2102
8.9468295e+37,10apr2102
8.9635685e+37,11apr2102
8.9803391e+37,12apr2102
8.9970720e+37,13apr2102
9.0137675e+37,14apr2102
9.0304244e+37,15apr2102
9.0471138e+37,16apr2102
9.0637637e+37,17apr2102
9.0803749e+37,18apr2102
9.0969477e+37,19apr2102
9.1135499e+37,20apr2102
9.1301135e+37,21apr2102
9.1466376e+37,22apr2102
9.1631211e+37,23apr2102
9.1796340e+37,24apr2102
9.1961074e+37,25apr2102
9.2125392e+37,26apr2102
9.2289304e+37,27apr2102
9.2453511e+37,28apr2102
9.2617301e+37,29apr2102
9.2780676e+37,30apr2102
9.2943625e+37,01may2102
9.3106858e+37,02may2102
9.3269675e+37,03may2102
9.3432056e+37,04may2102
9.3594721e+37,05may2102
9.3756960e+37,06may2102
9.3918752e+37,07may2102
9.4080119e+37,08may2102
9.4241760e+37,09may2102
9.4402954e+37,10may2102
9.4563703e+37,11may2102
9.4724725e+37,12may2102
9.4885300e+37,13may2102
9.5045420e+37,14may2102
9.5205813e+37,15may2102
9.5365740e+37,16may2102
9.5525221e+37,17may2102
9.5684225e+37,18may2102
9.5843502e+37,19may2102
9.6002314e+37,20may2102
9.6160648e+37,21may2102
9.6319247e+37,22may2102
9.6477368e+37,23may2102
9.6635013e+37,24may2102
9.6792922e+37,25may2102
9.6950344e+37,26may2102
9.7107279e+37,27may2102
9.7264468e+37,28may2102
9.7421180e+37,29may2102
9.7577385e+37,30may2102
9.7733843e+37,31may2102
9.7889815e+37,01jun2102
9.8045280e+37,02jun2102
9.8200988e+37,03jun2102
9.8356199e+37,04jun2102
9.8510903e+37,05jun2102
9.8665850e+37,06jun2102
9.8820291e+37,07jun2102
9.8974214e+37,08jun2102
9.9128370e+37,09jun2102
9.9282020e+37,10jun2102
9.9435902e+37,11jun2102
9.9589268e+37,12jun2102
9.9742106e+37,13jun2102
9.9895177e+37,14jun2102
1.0004772e+38,15jun2102
1.0019974e+38,16jun2102
1.0035198e+38,17jun2102
1.0050369e+38,18jun2102
1.0065563e+38,19jun2102
1.0080702e+38,20jun2102
1.0095787e+38,21jun2102
1.0110896e+38,22jun2102
1.0125949e+38,23jun2102
1.0140948e+38,24jun2102
1.0155968e+38,25jun2102
1.0170934e+38,26jun2102
1.0185921e+38,27jun2102
1.0200853e+38,28jun2102
1.0215728e+38,29jun2102
1.0230626e+38,30jun2102
1.0245468e+38,01jul2102
1.0260329e+38,02jul2102
1.0275136e+38,03jul2102
1.0289884e+38,04jul2102
1.0304654e+38,05jul2102
1.0319365e+38,06jul2102
1.0334099e+38,07jul2102
1.0348774e+38,08jul2102
1.0363470e+38,09jul2102
1.0378107e+38,10jul2102
1.0392686e+38,11jul2102
1.0407287e+38,12jul2102
1.0421827e+38,13jul2102
1.0436388e+38,14jul2102
1.0450889e+38,15jul2102
1.0465331e+38,16jul2102
1.0479793e+38,17jul2102
1.0494275e+38,18jul2102
1.0508696e+38,19jul2102
1.0523058e+38,20jul2102
1.0537438e+38,21jul2102
1.0551758e+38,22jul2102
1.0566097e+38,23jul2102
1.0580376e+38,24jul2102
1.0594592e+38,25jul2102
1.0608828e+38,26jul2102
1.0623001e+38,27jul2102
1.0637194e+38,28jul2102
1.0651325e+38,29jul2102
1.0665474e+38,30jul2102
1.0679561e+38,31jul2102
1.0693665e+38,01aug2102
1.0707708e+38,02aug2102
1.0721686e+38,03aug2102
1.0735683e+38,04aug2102
1.0749616e+38,05aug2102
1.0763567e+38,06aug2102
1.0777455e+38,07aug2102
1.0791359e+38,08aug2102
1.0805200e+38,09aug2102
1.0819058e+38,10aug2102
1.0832852e+38,11aug2102
1.0846664e+38,12aug2102
1.0860409e+38,13aug2102
1.0874172e+38,14aug2102
1.0887869e+38,15aug2102
1.0901584e+38,16aug2102
1.0915233e+38,17aug2102
1.0928900e+38,18aug2102
1.0942499e+38,19aug2102
1.0956116e+38,20aug2102
1.0969665e+38,21aug2102
1.0983231e+38,22aug2102
1.0996731e+38,23aug2102
1.1010246e+38,24aug2102
1.1023695e+38,25aug2102
1.1037160e+38,26aug2102
1.1050556e+38,27aug2102
1.1063970e+38,28aug2102
1.1077315e+38,29aug2102
1.1090676e+38,30aug2102
1.1103969e+38,31aug2102
1.1117278e+38,01sep2102
1.1130517e+38,02sep2102
1.1143772e+38,03sep2102
1.1156958e+38,04sep2102
1.1170160e+38,05sep2102
1.1183292e+38,06sep2102
1.1196439e+38,07sep2102
1.1209516e+38,08sep2102
1.1222608e+38,09sep2102
1.1235630e+38,10sep2102
1.1248668e+38,11sep2102
1.1261635e+38,12sep2102
1.1274615e+38,13sep2102
1.1287525e+38,14sep2102
1.1300450e+38,15sep2102
1.1313304e+38,16sep2102
1.1326172e+38,17sep2102
1.1338968e+38,18sep2102
1.1351779e+38,19sep2102
1.1364517e+38,20sep2102
1.1377270e+38,21sep2102
1.1390036e+38,22sep2102
1.1402731e+38,23sep2102
1.1415440e+38,24sep2102
1.1428075e+38,25sep2102
1.1440724e+38,26sep2102
1.1453300e+38,27sep2102
1.1465891e+38,28sep2102
1.1478407e+38,29sep2102
1.1490936e+38,30sep2102
1.1503392e+38,01oct2102
1.1515861e+38,02oct2102
1.1528344e+38,03oct2102
1.1540752e+38,04oct2102
1.1553174e+38,05oct2102
1.1565521e+38,06oct2102
1.1577881e+38,07oct2102
1.1590165e+38,08oct2102
1.1602463e+38,09oct2102
1.1614685e+38,10oct2102
1.1626920e+38,11oct2102
1.1639168e+38,12oct2102
1.1651340e+38,13oct2102
1.1663524e+38,14oct2102
1.1675633e+38,15oct2102
1.1687754e+38,16oct2102
1.1699798e+38,17oct2102
1.1711854e+38,18oct2102
1.1723923e+38,19oct2102
1.1735915e+38,20oct2102
1.1747920e+38,21oct2102
1.1759847e+38,22oct2102
1.1771786e+38,23oct2102
1.1783736e+38,24oct2102
1.1795610e+38,25oct2102
1.1807495e+38,26oct2102
1.1819301e+38,27oct2102
1.1831121e+38,28oct2102
1.1842860e+38,29oct2102
1.1854612e+38,30oct2102
1.1866376e+38,31oct2102
1.1878061e+38,01nov2102
1.1889756e+38,02nov2102
1.1901373e+38,03nov2102
1.1913001e+38,04nov2102
1.1924641e+38,05nov2102
1.1936201e+38,06nov2102
1.1947772e+38,07nov2102
1.1959263e+38,08nov2102
1.1970764e+38,09nov2102
1.1982278e+38,10nov2102
1.1993711e+38,11nov2102
1.2005154e+38,12nov2102
1.2016516e+38,13nov2102
1.2027891e+38,14nov2102
1.2039274e+38,15nov2102
1.2050578e+38,16nov2102
1.2061891e+38,17nov2102
1.2073216e+38,18nov2102
1.2084458e+38,19nov2102
1.2095712e+38,20nov2102
1.2106884e+38,21nov2102
1.2118065e+38,22nov2102
1.2129257e+38,23nov2102
1.2140367e+38,24nov2102
1.2151487e+38,25nov2102
1.2162524e+38,26nov2102
1.2173571e+38,27nov2102
1.2184629e+38,28nov2102
1.2195603e+38,29nov2102
1.2206588e+38,30nov2102
1.2217582e+38,01dec2102
1.2228493e+38,02dec2102
1.2239413e+38,03dec2102
1.2250343e+38,04dec2102
1.2261189e+38,05dec2102
1.2272045e+38,06dec2102
1.2282817e+38,07dec2102
1.2293599e+38,08dec2102
1.2304390e+38,09dec2102
1.2315097e+38,10dec2102
1.2325812e+38,11dec2102
1.2336537e+38,12dec2102
1.2347177e+38,13dec2102
1.2357827e+38,14dec2102
1.2368485e+38,15dec2102
1.2379058e+38,16dec2102
1.2389641e+38,17dec2102
1.2400138e+38,18dec2102
1.2410643e+38,19dec2102
1.2421158e+38,20dec2102
1.2431587e+38,21dec2102
1.2442024e+38,22dec2102
1.2452471e+38,23dec2102
1.2462830e+38,24dec2102
1.2473198e+38,25dec2102
1.2483576e+38,26dec2102
1.2493866e+38,27dec2102
1.2504164e+38,28dec2102
1.2514472e+38,29dec2102
1.2524692e+38,30dec2102
1.2534921e+38,31dec2102
1.2545158e+38,01jan2103
1.2555307e+38,02jan2103
1.2565465e+38,03jan2103
1.2575631e+38,04jan2103
1.2585710e+38,05jan2103
1.2595796e+38,06jan2103
1.2605890e+38,07jan2103
1.2615896e+38,08jan2103
1.2625911e+38,09jan2103
1.2635933e+38,10jan2103
1.2645866e+38,11jan2103
1.2655808e+38,12jan2103
1.2665756e+38,13jan2103
1.2675617e+38,14jan2103
1.2685485e+38,15jan2103
1.2695361e+38,16jan2103
1.2705147e+38,17jan2103
1.2714941e+38,18jan2103
1.2724743e+38,19jan2103
1.2734551e+38,20jan2103
1.2744272e+38,21jan2103
1.2753998e+38,22jan2103
1.2763733e+38,23jan2103
1.2773377e+38,24jan2103
1.2783028e+38,25jan2103
1.2792687e+38,26jan2103
1.2802255e+38,27jan2103
1.2811830e+38,28jan2103
1.2821414e+38,29jan2103
1.2830906e+38,30jan2103
1.2840404e+38,31jan2103
1.2849910e+38,01feb2103
1.2859326e+38,02feb2103
1.2868748e+38,03feb2103
1.2878176e+38,04feb2103
1.2887612e+38,05feb2103
1.2896957e+38,06feb2103
1.2906307e+38,07feb2103
1.2915665e+38,08feb2103
1.2924931e+38,09feb2103
1.2934203e+38,10feb2103
1.2943482e+38,11feb2103
1.2952769e+38,12feb2103
1.2961963e+38,13feb2103
1.2971163e+38,14feb2103
1.2980369e+38,15feb2103
1.2989484e+38,16feb2103
1.2998604e+38,17feb2103
1.3007731e+38,18feb2103
1.3016765e+38,19feb2103
1.3025806e+38,20feb2103
1.3034853e+38,21feb2103
1.3043905e+38,22feb2103
1.3052864e+38,23feb2103
1.3061830e+38,24feb2103
1.3070802e+38,25feb2103
1.3079681e+38,26feb2103
1.3088565e+38,27feb2103
1.3097455e+38,28feb2103
1.3106352e+38,01mar2103
1.3115154e+38,02mar2103
1.3123962e+38,03mar2103
1.3132777e+38,04mar2103
1.3141597e+38,05mar2103
1.3150322e+38,06mar2103
1.3159054e+38,07mar2103
1.3167792e+38,08mar2103
1.3176434e+38,09mar2103
1.3185082e+38,10mar2103
1.3193736e+38,11mar2103
1.3202395e+38,12mar2103
1.3210961e+38,13mar2103
1.3219530e+38,14mar2103
1.3228106e+38,15mar2103
1.3236687e+38,16mar2103
1.3245173e+38,17mar2103
1.3253664e+38,18mar2103
1.3262161e+38,19mar2103
1.3270663e+38,20mar2103
1.3279069e+38,21mar2103
1.3287480e+38,22mar2103
1.3295897e+38,23mar2103
1.3304218e+38,24mar2103
1.3312544e+38,25mar2103
1.3320875e+38,26mar2103
1.3329211e+38,27mar2103
1.3337451e+38,28mar2103
1.3345696e+38,29mar2103
1.3353946e+38,30mar2103
1.3362201e+38,31mar2103
1.3370359e+38,01apr2103
1.3378522e+38,02apr2103
1.3386690e+38,03apr2103
1.3394863e+38,04apr2103
1.3402939e+38,05apr2103
1.3411019e+38,06apr2103
1.3419105e+38,07apr2103
1.3427196e+38,08apr2103
1.3435188e+38,09apr2103
1.3443186e+38,10apr2103
1.3451189e+38,11apr2103
1.3459195e+38,12apr2103
1.3467104e+38,13apr2103
1.3475018e+38,14apr2103
1.3482937e+38,15apr2103
1.3490860e+38,16apr2103
1.3498684e+38,17apr2103
1.3506514e+38,18apr2103
1.3514347e+38,19apr2103
1.3522186e+38,20apr2103
1.3530028e+38,21apr2103
1.3537773e+38,22apr2103
1.3545521e+38,23apr2103
1.3553274e+38,24apr2103
1.3561032e+38,25apr2103
1.3568691e+38,26apr2103
1.3576353e+38,27apr2103
1.3584020e+38,28apr2103
1.3591691e+38,29apr2103
1.3599263e+38,30apr2103
1.3606840e+38,01may2103
1.3614419e+38,02may2103
1.3622004e+38,03may2103
1.3629489e+38,04may2103
1.3636978e+38,05may2103
1.3644471e+38,06may2103
1.3651968e+38,07may2103
1.3659470e+38,08may2103
1.3666871e+38,09may2103
1.3674276e+38,10may2103
1.3681685e+38,11may2103
1.3689098e+38,12may2103
1.3696411e+38,13may2103
1.3703728e+38,14may2103
1.3711049e+38,15may2103
1.3718373e+38,16may2103
1.3725701e+38,17may2103
1.3732928e+38,18may2103
1.3740160e+38,19may2103
1.3747395e+38,20may2103
1.3754634e+38,21may2103
1.3761877e+38,22may2103
1.3769018e+38,23may2103
1.3776163e+38,24may2103
1.3783312e+38,25may2103
1.3790465e+38,26may2103
1.3797516e+38,27may2103
1.3804571e+38,28may2103
1.3811629e+38,29may2103
1.3818691e+38,30may2103
1.3825756e+38,31may2103
1.3832720e+38,01jun2103
1.3839687e+38,02jun2103
1.3846658e+38,03jun2103
1.3853632e+38,04jun2103
1.3860609e+38,05jun2103
1.3867485e+38,06jun2103
1.3874364e+38,07jun2103
1.3881246e+38,08jun2103
1.3888132e+38,09jun2103
1.3895020e+38,10jun2103
1.3901807e+38,11jun2103
1.3908596e+38,12jun2103
1.3915389e+38,13jun2103
1.3922186e+38,14jun2103
1.3928985e+38,15jun2103
1.3935682e+38,16jun2103
1.3942382e+38,17jun2103
1.3949084e+38,18jun2103
1.3955791e+38,19jun2103
1.3962500e+38,20jun2103
1.3969106e+38,21jun2103
1.3975716e+38,22jun2103
1.3982328e+38,23jun2103
1.3988943e+38,24jun2103
1.3995562e+38,25jun2103
1.4002077e+38,26jun2103
1.4008595e+38,27jun2103
1.4015117e+38,28jun2103
1.4021640e+38,29jun2103
1.4028167e+38,30jun2103
1.4034591e+38,01jul2103
1.4041016e+38,02jul2103
1.4047445e+38,03jul2103
1.4053877e+38,04jul2103
1.4060312e+38,05jul2103
1.4066642e+38,06jul2103
1.4072975e+38,07jul2103
1.4079311e+38,08jul2103
1.4085651e+38,09jul2103
1.4091993e+38,10jul2103
1.4098337e+38,11jul2103
1.4104577e+38,12jul2103
1.4110820e+38,13jul2103
1.4117065e+38,14jul2103
1.4123314e+38,15jul2103
1.4129565e+38,16jul2103
1.4135711e+38,17jul2103
1.4141859e+38,18jul2103
1.4148011e+38,19jul2103
1.4154165e+38,20jul2103
1.4160321e+38,21jul2103
1.4166480e+38,22jul2103
1.4172535e+38,23jul2103
1.4178591e+38,24jul2103
1.4184650e+38,25jul2103
1.4190712e+38,26jul2103
1.4196776e+38,27jul2103
1.4202734e+38,28jul2103
1.4208695e+38,29jul2103
1.4214659e+38,30jul2103
1.4220625e+38,31jul2103
1.4226593e+38,01aug2103
1.4232564e+38,02aug2103
1.4238429e+38,03aug2103
1.4244297e+38,04aug2103
1.4250166e+38,05aug2103
1.4256038e+38,06aug2103
1.4261913e+38,07aug2103
1.4267790e+38,08aug2103
1.4273560e+38,09aug2103
1.4279333e+38,10aug2103
1.4285108e+38,11aug2103
1.4290885e+38,12aug2103
1.4296665e+38,13aug2103
1.4302447e+38,14aug2103
1.4308122e+38,15aug2103
1.4313800e+38,16aug2103
1.4319480e+38,17aug2103
1.4325162e+38,18aug2103
1.4330847e+38,19aug2103
1.4336533e+38,20aug2103
1.4342113e+38,21aug2103
1.4347694e+38,22aug2103
1.4353278e+38,23aug2103
1.4358864e+38,24aug2103
1.4364452e+38,25aug2103
1.4370042e+38,26aug2103
1.4375634e+38,27aug2103
1.4381120e+38,28aug2103
1.4386606e+38,29aug2103
1.4392096e+38,30aug2103
1.4397587e+38,31aug2103
1.4403080e+38,01sep2103
1.4408575e+38,02sep2103
1.4413963e+38,03sep2103
1.4419352e+38,04sep2103
1.4424744e+38,05sep2103
1.4430137e+38,06sep2103
1.4435533e+38,07sep2103
1.4440931e+38,08sep2103
1.4446220e+38,09sep2103
1.4451512e+38,10sep2103
1.4456805e+38,11sep2103
1.4462100e+38,12sep2103
1.4467397e+38,13sep2103
1.4472696e+38,14sep2103
1.4477997e+38,15sep2103
1.4483190e+38,16sep2103
1.4488384e+38,17sep2103
1.4493581e+38,18sep2103
1.4498778e+38,19sep2103
1.4503978e+38,20sep2103
1.4509180e+38,21sep2103
1.4514383e+38,22sep2103
1.4519478e+38,23sep2103
1.4524575e+38,24sep2103
1.4529673e+38,25sep2103
1.4534773e+38,26sep2103
1.4539875e+38,27sep2103
1.4544979e+38,28sep2103
1.4550084e+38,29sep2103
1.4555081e+38,30sep2103
1.4560079e+38,01oct2103
1.4565078e+38,02oct2103
1.4570080e+38,03oct2103
1.4575083e+38,04oct2103
1.4580087e+38,05oct2103
1.4585094e+38,06oct2103
1.4589991e+38,07oct2103
1.4594889e+38,08oct2103
1.4599790e+38,09oct2103
1.4604692e+38,10oct2103
1.4609595e+38,11oct2103
1.4614500e+38,12oct2103
1.4619408e+38,13oct2103
1.4624204e+38,14oct2103
1.4629002e+38,15oct2103
1.4633803e+38,16oct2103
1.4638604e+38,17oct2103
1.4643408e+38,18oct2103
1.4648212e+38,19oct2103
1.4653019e+38,20oct2103
1.4657715e+38,21oct2103
1.4662413e+38,22oct2103
1.4667111e+38,23oct2103
1.4671812e+38,24oct2103
1.4676514e+38,25oct2103
1.4681217e+38,26oct2103
1.4685923e+38,27oct2103
1.4690629e+38,28oct2103
1.4695225e+38,29oct2103
1.4699822e+38,30oct2103
1.4704421e+38,31oct2103
1.4709022e+38,01nov2103
1.4713624e+38,02nov2103
1.4718227e+38,03nov2103
1.4722832e+38,04nov2103
1.4727438e+38,05nov2103
1.4731934e+38,06nov2103
1.4736429e+38,07nov2103
1.4740928e+38,08nov2103
1.4745426e+38,09nov2103
1.4749927e+38,10nov2103
1.4754430e+38,11nov2103
1.4758932e+38,12nov2103
1.4763437e+38,13nov2103
1.4767831e+38,14nov2103
1.4772226e+38,15nov2103
1.4776622e+38,16nov2103
1.4781019e+38,17nov2103
1.4785418e+38,18nov2103
1.4789817e+38,19nov2103
1.4794219e+38,20nov2103
1.4798622e+38,21nov2103
1.4802913e+38,22nov2103
1.4807205e+38,23nov2103
1.4811498e+38,24nov2103
1.4815793e+38,25nov2103
1.4820089e+38,26nov2103
1.4824387e+38,27nov2103
1.4828685e+38,28nov2103
1.4832985e+38,29nov2103
1.4837173e+38,30nov2103
1.4841361e+38,01dec2103
1.4845552e+38,02dec2103
1.4849743e+38,03dec2103
1.4853935e+38,04dec2103
1.4858129e+38,05dec2103
1.4862324e+38,06dec2103
1.4866519e+38,07dec2103
1.4870717e+38,08dec2103
